GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
201134	4.94e-03	2.39e-03	0.155	3.03666	0.471325	411.27	CEP112	centrosomal protein 112
55859	4.94e-03	2.39e-03	0.497	-3.03658	-1.510245	768.13	BEX1	brain expressed X-linked 1
54984	4.95e-03	2.40e-03	0.183	-3.03625	-0.556557	128.74	PINX1	PIN2 (TERF1) interacting telomerase inhibitor 1
57592	4.95e-03	2.40e-03	0.242	-3.035911	-0.733625	738.39	ZNF687	zinc finger protein 687
642633	4.96e-03	2.40e-03	1.632	3.035481	4.954783	6.18	FAM230B	family with sequence similarity 230 member B
100506965	4.96e-03	2.40e-03	0.498	3.035355	1.513025	791.8	PWAR6	Prader Willi/Angelman region RNA 6
105375719	4.97e-03	2.41e-03	1.335	3.034996	4.051195	12.95	LOC105375719	uncharacterized LOC105375719
285908	4.97e-03	2.41e-03	0.362	3.034705	1.099617	84.72	LINC00174	long intergenic non-protein coding RNA 174
100526794	4.97e-03	2.41e-03	0.189	-3.034667	-0.573987	98.07	NT5C1B-RDH14	NT5C1B-RDH14 readthrough
152137	4.97e-03	2.41e-03	0.241	-3.034597	-0.729915	2225.86	CCDC50	coiled-coil domain containing 50
51604	4.97e-03	2.41e-03	0.311	-3.034402	-0.943718	1199.46	PIGT	phosphatidylinositol glycan anchor biosynthesis class T
118980	4.98e-03	2.41e-03	0.329	-3.034044	-0.999273	167	SFXN2	sideroflexin 2
100874090	4.98e-03	2.41e-03	0.582	3.033796	1.766738	17.05	SLC6A1-AS1	SLC6A1 antisense RNA 1
253725	4.99e-03	2.42e-03	0.201	-3.033457	-0.608493	912.98	WASHC2C	WASH complex subunit 2C
892	4.99e-03	2.42e-03	0.242	-3.033302	-0.734432	597.45	CCNC	cyclin C
3977	5.00e-03	2.42e-03	0.422	3.032748	1.280586	6401.71	LIFR	LIF receptor subunit alpha
100169989	5.00e-03	2.42e-03	0.521	3.032645	1.580226	7.1	DBIL5P2	diazepam binding inhibitor-like 5 pseudogene 2
693154	5.00e-03	2.42e-03	0.48	3.032595	1.454264	7.01	MIR569	microRNA 569
107985130	5.00e-03	2.42e-03	0.392	3.032573	1.189438	8.17	LOC107985130	
9501	5.02e-03	2.44e-03	0.356	3.031193	1.079828	39.75	RPH3AL	rabphilin 3A like (without C2 domains)
51043	5.03e-03	2.44e-03	0.35	-3.030733	-1.059737	388.03	ZBTB7B	zinc finger and BTB domain containing 7B
55704	5.03e-03	2.44e-03	0.286	3.030587	0.868243	6130.02	CCDC88A	coiled-coil domain containing 88A
497258	5.04e-03	2.45e-03	0.304	-3.03003	-0.920491	99.69	BDNF-AS	BDNF antisense RNA
83604	5.04e-03	2.45e-03	0.463	-3.029897	-1.40162	1295.33	TMEM47	transmembrane protein 47
91526	5.05e-03	2.45e-03	0.282	3.029292	0.854892	841.39	ANKRD44	ankyrin repeat domain 44
90933	5.06e-03	2.45e-03	0.176	-3.029099	-0.532844	410.12	TRIM41	tripartite motif containing 41
100507557	5.06e-03	2.46e-03	0.236	3.028576	0.715034	119.11	EPM2A-DT	EPM2A divergent transcript
149134	5.07e-03	2.46e-03	0.385	3.027892	1.164725	11.62	LINC01341	long intergenic non-protein coding RNA 1341
57094	5.07e-03	2.46e-03	0.743	3.027901	2.250328	15.94	CPA6	carboxypeptidase A6
653583	5.08e-03	2.46e-03	0.255	-3.027785	-0.773304	105.76	PHLDB3	pleckstrin homology like domain family B member 3
5978	5.08e-03	2.47e-03	0.239	-3.02757	-0.722818	1370.57	REST	RE1 silencing transcription factor
55954	5.08e-03	2.47e-03	0.22	-3.027579	-0.665326	183.19	ZMAT5	zinc finger matrin-type 5
2805	5.09e-03	2.47e-03	0.353	-3.026691	-1.067043	455.14	GOT1	glutamic-oxaloacetic transaminase 1
374786	5.09e-03	2.47e-03	0.456	3.026659	1.381409	43.5	EFCAB5	EF-hand calcium binding domain 5
346171	5.10e-03	2.48e-03	0.745	3.026283	2.255585	13.86	ZFP57	ZFP57 zinc finger protein
390561	5.10e-03	2.48e-03	0.563	3.026248	1.704183	10.98	HERC2P10	HERC2 pseudogene 10
158248	5.10e-03	2.48e-03	0.551	3.025953	1.668184	14.41	TTC16	tetratricopeptide repeat domain 16
29997	5.11e-03	2.48e-03	0.258	-3.025321	-0.779226	908.77	NOP53	NOP53 ribosome biogenesis factor
5810	5.12e-03	2.48e-03	0.182	-3.025203	-0.549118	493.31	RAD1	RAD1 checkpoint DNA exonuclease
100507421	5.12e-03	2.49e-03	0.396	3.024779	1.197183	1666.53	TMEM178B	transmembrane protein 178B
113829	5.12e-03	2.49e-03	0.267	-3.02465	-0.806952	621.08	SLC35A4	solute carrier family 35 member A4
3135	5.12e-03	2.49e-03	0.416	3.024636	1.256982	47.59	HLA-G	major histocompatibility complex, class I, G
55009	5.14e-03	2.50e-03	0.327	-3.023508	-0.989499	184.82	FAM174C	family with sequence similarity 174 member C
283387	5.15e-03	2.50e-03	0.69	3.023248	2.085906	28.58	LOC283387	uncharacterized LOC283387
9678	5.15e-03	2.50e-03	0.253	3.023175	0.766284	1819.9	PHF14	PHD finger protein 14
107987054	5.16e-03	2.50e-03	0.954	3.022748	2.882832	7.81	LOC107987054	LINE-1 retrotransposable element ORF2 protein-like
101927102	5.16e-03	2.51e-03	0.248	-3.022561	-0.749115	97.85	ITFG1-AS1	ITFG1 antisense RNA 1
64446	5.16e-03	2.51e-03	0.835	3.022516	2.524093	10.88	DNAI2	dynein axonemal intermediate chain 2
9665	5.16e-03	2.51e-03	0.166	3.022483	0.50072	1223.2	MARF1	meiosis regulator and mRNA stability factor 1
112268445	5.17e-03	2.51e-03	0.913	3.021917	2.758204	18	LOC112268445	uncharacterized LOC112268445
965	5.18e-03	2.52e-03	0.252	3.021149	0.75985	207.46	CD58	CD58 molecule
101928005	5.19e-03	2.52e-03	0.568	3.020572	1.716937	16.22	PKD2L2-DT	PKD2L2 divergent transcript
105378561	5.20e-03	2.53e-03	0.527	3.019861	1.591804	15.94	LOC105378561	uncharacterized LOC105378561
441509	5.21e-03	2.53e-03	0.57	3.019413	1.722385	7.09	GLRA4	glycine receptor alpha 4 (pseudogene)
101927445	5.21e-03	2.53e-03	0.521	3.019248	1.572173	11.57	LOC101927445	uncharacterized LOC101927445
338707	5.22e-03	2.54e-03	0.404	-3.018869	-1.220308	499.46	B4GALNT4	beta-1,4-N-acetyl-galactosaminyltransferase 4
79811	5.22e-03	2.54e-03	0.136	-3.018827	-0.411543	1250.29	SLTM	SAFB like transcription modulator
106144598	5.22e-03	2.54e-03	0.204	-3.018623	-0.616624	44.35	FARSA-AS1	FARSA antisense RNA 1
9091	5.23e-03	2.54e-03	0.28	-3.018219	-0.846144	506.72	PIGQ	phosphatidylinositol glycan anchor biosynthesis class Q
11160	5.23e-03	2.54e-03	0.253	-3.017963	-0.763018	1286.76	ERLIN2	ER lipid raft associated 2
5876	5.23e-03	2.55e-03	0.206	-3.01789	-0.620999	630.83	RABGGTB	Rab geranylgeranyltransferase subunit beta
92105	5.24e-03	2.55e-03	0.187	-3.017186	-0.564225	608.45	INTS4	integrator complex subunit 4
59272	5.25e-03	2.55e-03	0.667	3.016862	2.010902	11.04	ACE2	angiotensin converting enzyme 2
105378513	5.26e-03	2.56e-03	0.269	-3.016495	-0.810734	24.8	LOC105378513	uncharacterized LOC105378513
3298	5.27e-03	2.56e-03	0.232	-3.015816	-0.700903	402.29	HSF2	heat shock transcription factor 2
1370	5.27e-03	2.57e-03	1.39	3.015445	4.192578	6.72	CPN2	carboxypeptidase N subunit 2
105373017	5.27e-03	2.57e-03	0.355	-3.015398	-1.070549	13.35	LOC105373017	uncharacterized LOC105373017
6778	5.27e-03	2.57e-03	0.481	-3.015341	-1.450724	686.56	STAT6	signal transducer and activator of transcription 6
79056	5.29e-03	2.58e-03	0.533	3.014337	1.605829	99.17	PRRG4	proline rich and Gla domain 4
7263	5.30e-03	2.58e-03	0.274	-3.013919	-0.82529	190.25	TST	thiosulfate sulfurtransferase
101929730	5.30e-03	2.58e-03	0.554	3.013805	1.669227	11.44	LINC01352	long intergenic non-protein coding RNA 1352
79658	5.30e-03	2.58e-03	0.375	-3.013846	-1.130331	335.23	ARHGAP10	Rho GTPase activating protein 10
5597	5.30e-03	2.58e-03	0.236	-3.01382	-0.71074	1718.65	MAPK6	mitogen-activated protein kinase 6
80055	5.30e-03	2.58e-03	0.309	3.013486	0.931957	2037.57	PGAP1	post-GPI attachment to proteins inositol deacylase 1
644316	5.30e-03	2.58e-03	1.009	3.013469	3.040946	10.82	FLJ43315	asparagine synthetase pseudogene
79939	5.30e-03	2.58e-03	0.212	-3.013416	-0.639984	967.47	SLC35E1	solute carrier family 35 member E1
100500865	5.31e-03	2.59e-03	0.392	3.013027	1.182399	9.08	MIR3936	microRNA 3936
407014	5.31e-03	2.59e-03	0.395	-3.012988	-1.189872	7.11	MIR25	microRNA 25
105374334	5.32e-03	2.59e-03	0.314	-3.012642	-0.944615	46.68	LOC105374334	uncharacterized LOC105374334
100873949	5.32e-03	2.59e-03	0.239	-3.012573	-0.719074	120.96	IPO9-AS1	IPO9 antisense RNA 1
100174949	5.32e-03	2.59e-03	0.192	-3.012528	-0.578417	472.14	TRIM59-IFT80	TRIM59-IFT80 protein
6015	5.32e-03	2.59e-03	0.183	-3.012485	-0.549849	394.53	RING1	ring finger protein 1
644511	5.32e-03	2.59e-03	0.233	-3.012504	-0.700427	13.14	RPL13AP6	ribosomal protein L13a pseudogene 6
8030	5.33e-03	2.60e-03	0.256	-3.011789	-0.770329	1310.3	CCDC6	coiled-coil domain containing 6
107985211	5.34e-03	2.60e-03	2.11	3.011338	6.352519	9.73	LOC107985211	uncharacterized LOC107985211
105379173	5.34e-03	2.60e-03	0.192	3.011135	0.578544	200.97	LOC105379173	uncharacterized LOC105379173
50649	5.34e-03	2.60e-03	0.231	3.011095	0.695634	2078.06	ARHGEF4	Rho guanine nucleotide exchange factor 4
54439	5.34e-03	2.60e-03	0.179	-3.010921	-0.538012	1208.75	RBM27	RNA binding motif protein 27
102723461	5.35e-03	2.61e-03	0.719	3.010485	2.164843	17.68	LOC102723461	uncharacterized LOC102723461
100128885	5.35e-03	2.61e-03	0.726	3.010213	2.184913	35.38	LOC100128885	uncharacterized LOC100128885
692063	5.37e-03	2.62e-03	0.425	3.009146	1.279578	126.23	SNORA32	small nucleolar RNA, H/ACA box 32
283514	5.38e-03	2.62e-03	0.587	3.008986	1.766002	37.87	SIAH3	siah E3 ubiquitin protein ligase family member 3
54796	5.39e-03	2.63e-03	0.581	-3.008378	-1.747514	450.47	BNC2	basonuclin 2
107984898	5.39e-03	2.63e-03	0.779	3.00796	2.344373	7.49	LOC107984898	
51309	5.40e-03	2.63e-03	0.202	-3.007593	-0.607192	396.8	ARMCX1	armadillo repeat containing X-linked 1
201283	5.40e-03	2.63e-03	0.147	3.007414	0.4416	205.74	AMZ2P1	AMZ2 pseudogene 1
105376875	5.40e-03	2.63e-03	0.382	3.007394	1.148974	18.76	LOC105376875	replaced by ID 9150
84065	5.40e-03	2.64e-03	0.226	-3.007216	-0.678852	421.06	TMEM222	transmembrane protein 222
57665	5.41e-03	2.64e-03	0.212	-3.007128	-0.637591	108.19	RDH14	retinol dehydrogenase 14
112267939	5.41e-03	2.64e-03	0.414	3.007075	1.244088	20.35	LOC112267939	
101927049	5.41e-03	2.64e-03	0.491	3.00659	1.476317	19.59	PLCE1-AS2	PLCE1 antisense RNA 2
55026	5.42e-03	2.64e-03	0.474	3.006314	1.424766	734.94	TMEM255A	transmembrane protein 255A
4038	5.43e-03	2.65e-03	0.37	3.005906	1.112821	2146.87	LRP4	LDL receptor related protein 4
89927	5.43e-03	2.65e-03	0.372	-3.005774	-1.119165	1232.39	BMERB1	bMERB domain containing 1
9684	5.43e-03	2.65e-03	0.224	-3.005428	-0.674339	428.18	LRRC14	leucine rich repeat containing 14
119016	5.44e-03	2.65e-03	0.282	-3.005188	-0.846177	52.39	AGAP4	ArfGAP with GTPase domain, ankyrin repeat and PH domain 4
55313	5.45e-03	2.66e-03	0.343	-3.004454	-1.029311	291.52	CPPED1	calcineurin like phosphoesterase domain containing 1
4882	5.45e-03	2.66e-03	0.239	3.004398	0.717285	268.88	NPR2	natriuretic peptide receptor 2
101929698	5.45e-03	2.66e-03	0.52	3.00439	1.560826	9.02	LOC101929698	uncharacterized LOC101929698
4607	5.45e-03	2.66e-03	0.763	3.00436	2.292716	12.79	MYBPC3	myosin binding protein C3
100996643	5.46e-03	2.67e-03	0.491	3.003684	1.475816	44.76	LOC100996643	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like pseudogene
79411	5.47e-03	2.67e-03	0.251	-3.003438	-0.753666	155.74	GLB1L	galactosidase beta 1 like
6531	5.47e-03	2.67e-03	1.489	3.003002	4.472914	10.36	SLC6A3	solute carrier family 6 member 3
7422	5.48e-03	2.68e-03	0.578	3.00259	1.735622	4427.56	VEGFA	vascular endothelial growth factor A
27127	5.48e-03	2.68e-03	0.592	3.002494	1.776485	20.38	SMC1B	structural maintenance of chromosomes 1B
107986211	5.49e-03	2.68e-03	0.214	-3.002239	-0.643268	118.16	LOC107986211	replaced by ID 100129917
644100	5.49e-03	2.68e-03	1.13	3.002067	3.391103	5.62	ARL14EPL	ADP ribosylation factor like GTPase 14 effector protein like
3508	5.49e-03	2.68e-03	0.173	-3.001981	-0.519791	219.84	IGHMBP2	immunoglobulin mu DNA binding protein 2
54898	5.49e-03	2.68e-03	0.568	3.001891	1.704957	1120.23	ELOVL2	ELOVL fatty acid elongase 2
2647	5.49e-03	2.68e-03	0.213	-3.0019	-0.63792	352.08	BLOC1S1	biogenesis of lysosomal organelles complex 1 subunit 1
136647	5.50e-03	2.69e-03	0.153	3.001301	0.460126	298.52	MPLKIP	M-phase specific PLK1 interacting protein
107985465	5.50e-03	2.69e-03	0.988	3.001161	2.964493	6.01	LOC107985465	uncharacterized LOC107985465
2901	5.50e-03	2.69e-03	0.437	3.001181	1.311777	603.55	GRIK5	glutamate ionotropic receptor kainate type subunit 5
10262	5.51e-03	2.69e-03	0.235	-3.000917	-0.70527	329.74	SF3B4	splicing factor 3b subunit 4
85460	5.51e-03	2.69e-03	0.383	-3.000636	-1.147981	918.77	ZNF518B	zinc finger protein 518B
84619	5.51e-03	2.69e-03	0.22	-3.000603	-0.660515	221.74	ZGPAT	zinc finger CCCH-type and G-patch domain containing
64409	5.51e-03	2.70e-03	0.75	-3.000433	-2.250746	508.61	GALNT17	polypeptide N-acetylgalactosaminyltransferase 17
105373570	5.51e-03	2.70e-03	0.621	3.000332	1.862235	9.25	LOC105373570	uncharacterized LOC105373570
105371630	5.54e-03	2.71e-03	0.35	2.998817	1.049844	21.89	LOC105371630	uncharacterized LOC105371630
107986366	5.54e-03	2.71e-03	0.674	2.998805	2.020711	7.41	LOC107986366	uncharacterized LOC107986366
284612	5.54e-03	2.71e-03	0.46	2.998774	1.379451	23.44	SYPL2	synaptophysin like 2
101927365	5.54e-03	2.71e-03	0.233	-2.998598	-0.699624	57.48	PNISR-AS1	PNISR antisense RNA 1
54848	5.55e-03	2.71e-03	0.521	2.998476	1.561529	26.09	ARHGEF38	Rho guanine nucleotide exchange factor 38
1015	5.55e-03	2.71e-03	0.791	2.998494	2.371335	14.65	CDH17	cadherin 17
4036	5.55e-03	2.72e-03	0.733	-2.998147	-2.198286	583.18	LRP2	LDL receptor related protein 2
105373636	5.56e-03	2.72e-03	0.851	2.99768	2.55069	9.05	LOC105373636	uncharacterized LOC105373636
65217	5.56e-03	2.72e-03	0.82	2.997533	2.458915	427.91	PCDH15	protocadherin related 15
105375486	5.56e-03	2.72e-03	0.604	2.997369	1.811121	8.32	LINC02830	long intergenic non-protein coding RNA 2830
284403	5.57e-03	2.73e-03	0.383	-2.997145	-1.1473	204.26	WDR62	WD repeat domain 62
55831	5.57e-03	2.73e-03	0.212	-2.997067	-0.634989	772.35	EMC3	ER membrane protein complex subunit 3
101929690	5.58e-03	2.73e-03	1.085	2.996449	3.250095	11.09	LINC01583	long intergenic non-protein coding RNA 1583
3769	5.59e-03	2.73e-03	0.303	2.996149	0.90661	90.57	KCNJ13	potassium inwardly rectifying channel subfamily J member 13
105378771	5.59e-03	2.73e-03	0.884	2.996083	2.648877	6.17	LOC105378771	uncharacterized LOC105378771
132200	5.59e-03	2.73e-03	0.316	2.996072	0.947137	40.1	C3orf49	chromosome 3 open reading frame 49
9256	5.59e-03	2.74e-03	0.624	2.99598	1.868548	541.41	TSPOAP1	TSPO associated protein 1
105370935	5.59e-03	2.74e-03	1.067	2.995722	3.196266	10.02	LOC105370935	uncharacterized LOC105370935
22873	5.60e-03	2.74e-03	0.251	-2.99545	-0.752297	963.5	DZIP1	DAZ interacting zinc finger protein 1
10285	5.60e-03	2.74e-03	0.183	2.995	0.547216	265.23	SMNDC1	survival motor neuron domain containing 1
8148	5.60e-03	2.74e-03	0.151	2.994945	0.451312	416.57	TAF15	TATA-box binding protein associated factor 15
119392	5.61e-03	2.75e-03	0.246	-2.994672	-0.736732	83.1	SFR1	SWI5 dependent homologous recombination repair protein 1
101593348	5.61e-03	2.75e-03	0.391	2.994615	1.172127	12.07	LOC101593348	uncharacterized LOC101593348
23005	5.62e-03	2.75e-03	0.166	-2.994275	-0.496297	599.91	MAPKBP1	mitogen-activated protein kinase binding protein 1
105369807	5.62e-03	2.75e-03	0.992	-2.994182	-2.971339	19.11	LINC02454	long intergenic non-protein coding RNA 2454
112267940	5.62e-03	2.75e-03	0.358	2.994	1.07164	40.02	LOC112267940	
79018	5.62e-03	2.75e-03	0.126	-2.993891	-0.376751	247.73	GID4	GID complex subunit 4 homolog
107986650	5.62e-03	2.76e-03	0.408	2.993694	1.221467	8.42	LOC107986650	uncharacterized LOC107986650
100133091	5.63e-03	2.76e-03	0.214	2.993506	0.640917	177.43	LINC03009	long intergenic non-protein coding RNA 3009
84138	5.64e-03	2.76e-03	0.162	-2.992823	-0.484704	369.81	SLC7A6OS	solute carrier family 7 member 6 opposite strand
57017	5.65e-03	2.77e-03	0.264	-2.992469	-0.789302	559.62	COQ9	coenzyme Q9
283932	5.65e-03	2.77e-03	0.313	-2.9924	-0.93657	58.17	FBXL19-AS1	FBXL19 antisense RNA 1
101928673	5.66e-03	2.78e-03	0.287	2.991491	0.858452	12.46	PRDX6-AS1	PRDX6 antisense RNA 1
105371382	5.66e-03	2.78e-03	0.777	2.991479	2.324438	12.64	LOC105371382	uncharacterized LOC105371382
105370589	5.67e-03	2.78e-03	0.735	2.991224	2.198177	16.93	LOC105370589	uncharacterized LOC105370589
54516	5.67e-03	2.78e-03	0.202	-2.991197	-0.604137	525.17	MTRF1L	mitochondrial translation release factor 1 like
641467	5.67e-03	2.78e-03	0.266	-2.991013	-0.795523	95.59	TSC22D1-AS1	TSC22D1 antisense RNA 1
64518	5.67e-03	2.78e-03	0.502	2.990965	1.502412	20.05	TEKT3	tektin 3
642636	5.67e-03	2.78e-03	0.932	2.990727	2.786104	12.39	RAD21L1	RAD21 cohesin complex component like 1
29935	5.67e-03	2.78e-03	0.551	2.990731	1.646667	7.05	RPA4	replication protein A4
54617	5.68e-03	2.79e-03	0.138	-2.990485	-0.41184	772.74	INO80	INO80 complex ATPase subunit
100128569	5.68e-03	2.79e-03	0.304	-2.990418	-0.908354	110.49	TEKTIP1	tektin bundle interacting protein 1
57159	5.69e-03	2.79e-03	0.547	2.989788	1.634541	10.12	TRIM54	tripartite motif containing 54
105369690	5.69e-03	2.79e-03	0.382	2.989775	1.140997	32.51	LOC105369690	uncharacterized LOC105369690
170825	5.70e-03	2.79e-03	0.739	2.989429	2.209552	22.31	GSX2	GS homeobox 2
107986940	5.70e-03	2.80e-03	0.372	2.989411	1.111129	13.44	LOC107986940	uncharacterized LOC107986940
220042	5.70e-03	2.80e-03	0.361	-2.989411	-1.077848	130.08	DDIAS	DNA damage induced apoptosis suppressor
105371732	5.70e-03	2.80e-03	0.667	2.989312	1.994676	5.43	LOC105371732	
285359	5.70e-03	2.80e-03	0.365	2.989241	1.092228	16.39	PDCL3P4	PDCL3 pseudogene 4
10892	5.70e-03	2.80e-03	0.294	-2.988866	-0.877575	907.33	MALT1	MALT1 paracaspase
401563	5.71e-03	2.80e-03	0.386	2.988338	1.152298	21.25	LINC02908	long intergenic non-protein coding RNA 2908
27087	5.72e-03	2.81e-03	0.591	2.988098	1.765951	997.43	B3GAT1	beta-1,3-glucuronyltransferase 1
57003	5.72e-03	2.81e-03	0.173	2.988011	0.516227	1776.46	CCDC47	coiled-coil domain containing 47
283337	5.72e-03	2.81e-03	0.144	-2.987947	-0.429246	562.12	ZNF740	zinc finger protein 740
9777	5.72e-03	2.81e-03	0.254	-2.987789	-0.759163	1295.28	TM9SF4	transmembrane 9 superfamily member 4
140576	5.76e-03	2.83e-03	0.463	-2.985883	-1.383952	1767.63	S100A16	S100 calcium binding protein A16
196883	5.76e-03	2.83e-03	0.494	2.985769	1.475683	50.24	ADCY4	adenylate cyclase 4
80135	5.77e-03	2.84e-03	0.196	-2.984996	-0.586062	414.43	RPF1	ribosome production factor 1 homolog
55196	5.77e-03	2.84e-03	0.264	2.984999	0.787473	1378.11	RESF1	retroelement silencing factor 1
100652777	5.78e-03	2.84e-03	0.525	2.9845	1.567217	7.04	LOC100652777	group 10 secretory phospholipase A2-like
2697	5.78e-03	2.84e-03	0.481	-2.984434	-1.434268	8792.24	GJA1	gap junction protein alpha 1
399833	5.79e-03	2.84e-03	0.708	2.984252	2.112071	11.01	SPRNP1	shadow of prion protein pseudogene 1
100142659	5.79e-03	2.85e-03	0.608	2.98394	1.812881	15.99	CTAGE8	CTAGE family member 8
6662	5.79e-03	2.85e-03	0.487	2.983943	1.453758	2553.25	SOX9	SRY-box transcription factor 9
105373902	5.79e-03	2.85e-03	0.288	2.983869	0.860667	12.13	LOC105373902	uncharacterized LOC105373902
79145	5.79e-03	2.85e-03	0.249	-2.983831	-0.743211	264.33	CHCHD7	coiled-coil-helix-coiled-coil-helix domain containing 7
106635529	5.79e-03	2.85e-03	0.857	2.983703	2.556352	7.57	SNORA95	small nucleolar RNA, H/ACA box 95
100422896	5.80e-03	2.85e-03	0.503	2.983558	1.501101	6.6	MIR3140	microRNA 3140
441432	5.80e-03	2.85e-03	0.551	2.983457	1.644583	7.76	AQP7P3	aquaporin 7 pseudogene 3
101929284	5.80e-03	2.85e-03	0.563	2.983357	1.68073	6.55	LINC02199	long intergenic non-protein coding RNA 2199
100189247	5.81e-03	2.85e-03	0.548	-2.982951	-1.634098	7.96	TRS-AGA2-4	tRNA-Ser (anticodon AGA) 2-4
107985469	5.81e-03	2.86e-03	0.554	2.982811	1.652752	18.81	LOC107985469	uncharacterized LOC107985469
10107	5.82e-03	2.86e-03	1.324	2.982227	3.948673	8.19	TRIM10	tripartite motif containing 10
503638	5.82e-03	2.86e-03	0.503	2.98221	1.499106	105.67	DUXAP9	double homeobox A pseudogene 9
94031	5.83e-03	2.87e-03	0.562	2.981845	1.675386	62.88	HTRA3	HtrA serine peptidase 3
9913	5.84e-03	2.87e-03	0.161	-2.981135	-0.478556	871.28	SUPT7L	SPT7 like, STAGA complex subunit gamma
375133	5.84e-03	2.87e-03	0.216	-2.981084	-0.64512	198.21	PI4KAP2	phosphatidylinositol 4-kinase alpha pseudogene 2
105372383	5.84e-03	2.87e-03	0.531	2.980828	1.582234	12.58	LOC105372383	uncharacterized LOC105372383
340393	5.85e-03	2.88e-03	0.313	-2.980546	-0.934025	16.83	TMEM249	transmembrane protein 249
11269	5.86e-03	2.88e-03	0.173	-2.980072	-0.516054	459.11	DDX19B	DEAD-box helicase 19B
81578	5.86e-03	2.88e-03	0.686	-2.980001	-2.043239	197.85	COL21A1	collagen type XXI alpha 1 chain
4084	5.87e-03	2.89e-03	0.29	2.979464	0.862748	506.42	MXD1	MAX dimerization protein 1
3487	5.87e-03	2.89e-03	0.621	-2.979367	-1.850445	1004.79	IGFBP4	insulin like growth factor binding protein 4
6085	5.87e-03	2.89e-03	0.47	-2.979315	-1.399966	27.29	RNY3	RNA, Ro60-associated Y3
8825	5.87e-03	2.89e-03	0.438	-2.979148	-1.306313	629.99	LIN7A	lin-7 homolog A, crumbs cell polarity complex component
107984690	5.87e-03	2.89e-03	0.55	-2.979032	-1.638969	46.96	LOC107984690	uncharacterized LOC107984690
10827	5.87e-03	2.89e-03	0.201	-2.97897	-0.600009	641.46	FAM114A2	family with sequence similarity 114 member A2
105370586	5.88e-03	2.89e-03	0.863	2.978904	2.57075	11.03	LOC105370586	uncharacterized LOC105370586
8310	5.88e-03	2.89e-03	0.175	-2.97881	-0.521839	380.74	ACOX3	acyl-CoA oxidase 3, pristanoyl
9730	5.88e-03	2.89e-03	0.136	-2.978681	-0.406159	823.01	DCAF1	DDB1 and CUL4 associated factor 1
51324	5.88e-03	2.89e-03	0.191	-2.978696	-0.568288	780.63	SPG21	SPG21 abhydrolase domain containing, maspardin
102723324	5.88e-03	2.90e-03	0.8	2.978612	2.381586	10.21	LOC102723324	uncharacterized LOC102723324
26032	5.88e-03	2.90e-03	0.539	-2.978314	-1.605625	176.45	SUSD5	sushi domain containing 5
105370489	5.89e-03	2.90e-03	0.261	-2.977838	-0.775804	43.41	LOC105370489	uncharacterized LOC105370489
51465	5.89e-03	2.90e-03	0.217	-2.977746	-0.647497	1017.92	UBE2J1	ubiquitin conjugating enzyme E2 J1
7175	5.92e-03	2.91e-03	0.21	-2.976601	-0.623629	4947.55	TPR	translocated promoter region, nuclear basket protein
692201	5.92e-03	2.92e-03	0.359	-2.976436	-1.067714	24.14	SNORD86	small nucleolar RNA, C/D box 86
8733	5.92e-03	2.92e-03	0.257	-2.976241	-0.763967	841.79	GPAA1	glycosylphosphatidylinositol anchor attachment 1
246269	5.93e-03	2.92e-03	0.18	2.976076	0.53618	207.09	AFG1L	AFG1 like ATPase
50509	5.93e-03	2.92e-03	0.486	-2.975759	-1.446969	886.13	COL5A3	collagen type V alpha 3 chain
102723331	5.94e-03	2.93e-03	0.38	2.975107	1.130271	90.32	LOC102723331	uncharacterized LOC102723331
101927543	5.95e-03	2.93e-03	0.553	2.974906	1.646139	17.43	LOC101927543	uncharacterized LOC101927543
101929165	5.95e-03	2.93e-03	0.454	2.974729	1.350407	11.17	LOC101929165	
55737	5.95e-03	2.93e-03	0.193	-2.974667	-0.57327	2557.55	VPS35	VPS35 retromer complex component
23646	5.95e-03	2.93e-03	0.364	-2.974689	-1.083859	2978.94	PLD3	phospholipase D family member 3
10324	5.96e-03	2.94e-03	0.343	2.974183	1.020676	45.15	KLHL41	kelch like family member 41
107984617	5.97e-03	2.94e-03	0.539	-2.973778	-1.602919	42.9	LOC107984617	
467	5.98e-03	2.95e-03	0.414	2.973202	1.232299	323.54	ATF3	activating transcription factor 3
80381	5.98e-03	2.95e-03	0.379	-2.973044	-1.127218	1398.78	CD276	CD276 molecule
4216	5.98e-03	2.95e-03	0.239	-2.972964	-0.709188	898.17	MAP3K4	mitogen-activated protein kinase kinase kinase 4
105372031	5.98e-03	2.95e-03	0.475	2.972915	1.41084	48.63	LOC105372031	uncharacterized LOC105372031
105370615	5.99e-03	2.95e-03	0.836	2.972607	2.484684	6.73	LOC105370615	uncharacterized LOC105370615
100527978	5.99e-03	2.96e-03	0.241	2.972266	0.717684	87.29	TLCD4-RWDD3	TLCD4-RWDD3 readthrough
105372779	6.00e-03	2.96e-03	0.343	2.971807	1.020435	15.57	MRAP-AS1	MRAP antisense RNA 1
25949	6.00e-03	2.96e-03	0.201	-2.971645	-0.598679	432.09	SYF2	SYF2 pre-mRNA splicing factor
101928556	6.00e-03	2.96e-03	0.354	2.971562	1.052126	20.56	LOC101928556	
